row_id,company_id,company_name,industry,country,employee_count,annual_revenue_usd,invoice_id,invoice_date,due_date,invoice_amount_usd,status,contact_name,contact_email,address,notes
410,CMP-100409,Union Foods LLC,,DE,7577,784763.0859799774,INV-475386,10/17/2025,2025-11-22,72464.57,void,J. Garcia,ops0409@example.org,1386 Sunset St,PO attached
411,CMP-100410,Delta Systems LLC,Retail,CA,9265,260170.3326185877,INV-744620,2025-11-07,2025-12-06,7556.62,refunded,M. Garcia,ops0410@example.org,4379 Main St,invoice scan low quality
412,CMP-100411,Delta Systems LLC,Manufacturing,US,8081,493814.0165362192,INV-323106,2026-01-23,2026/03/20,14350.07,pending,L. Nguyen,ops0411@example.org,6823 Sunset St,urgent follow-up
413,CMP-100412,North Works LLC,FinTech,DE,unknown,1574347.4294095663,INV-296699,2025/09/16,21-Oct-2025,"43,931.98",paid,L. Nguyen,ops0412@example.org,6256 Main St,check signature ???
414,CMP-100413,North Energy LLC,,US,10798,1444358.6350359633,INV-286670,12/15/2025,01/24/2026,63841.31,pending ,J. Garcia,ops0413@example.org,4056 Main St,see thread #A12
415,CMP-100414,Prime Dynamics LLC,Healthcare,IN,1143,501781.634149088,INV-648483,09/08/2025,10/03/2025,62422.35,overdue,L. Patel,ops0414@example.org,5688 Pine St,manual override
416,CMP-100415,Global Systems LLC,Energy,DE,1057,149933.07292269357,INV-948983,2026/01/11,2026/02/06,10036.56,paid,M. Nguyen,ops0415@example.org,7943 Pine St,acct moved to new owner ...
417,CMP-100416,Union Works LLC,Healthcare,CA,unknown,370388.6953233098,INV-543301,2025-08-27,09/20/2025,44516.86,pending,J. Nguyen / J. Nguyen,ops0416@example.org,1937 Sunset St,urgent follow-up
417-dup,CMP-100416,Union Works LLC,Healthcare,CA,unknown,370388.6953233098,INV-543301,2025-08-27,09/20/2025,44516.86,pending,J. Nguyen / J. Nguyen,ops0416@example.org,1937 Sunset St,urgent follow-up / duplicate from email chain
418,CMP-100417,North Foods LLC,Logistics,DE,,1815234.7353713503,INV-702162,2025-08-22,2025-10-01,56312.69,PAID,L. Patel,ops0417@example.org,9791 Pine St,see thread #A12 ...
419,CMP-100418,North Works LLC,Software,MX,7659,962029.7099960995,INV-292506,26-Nov-2025,14-Dec-2025,81840.93,refunded,L. Nguyen / L. Nguyen,ops0418@example.org,,urgent follow-up
420,CMP-100419,Union Dynamics LLC,Healthcare,US,3830,833061.1037276523,INV-713736,2026-01-09,2026/02/28,36023.75,void,J. Nguyen,ops0419@example.org,1008 Maple St,see thread #A12
421,CMP-100420,Prime Works LLC,Retail,MX,4414,142514.74891399706,INV-369751,2025-09-30,29-Nov-2025,4.81e+03,pending,M. Patel / M. Patel,ops0420@example.org,7273 Sunset St,urgent follow-up
422,CMP-100421,Prime Dynamics LLC,Software,BR,8788,2256631.8353940235,INV-864366,07/09/2025,09/01/2025,101738.72,void,L. Patel,ops0421@example.org,4041 Pine St,urgent follow-up
423,CMP-100422,Global Works LLC,Energy,FR,9760,1556869,INV-549742,2026-01-08,2026/02/25,"47,380.03",refunded,K. Patel,ops0422@example.org,4210 Sunset St,urgent follow-up
424,CMP-100423,Delta Works LLC,Manufacturing,DE,9570,324004.7534765315,INV-964078,29-Jul-2025,2025-09-27,9697.15,pending,K. Patel,ops0423@example.org,7817 Maple St,manual override
425,CMP-100424,Delta Dynamics LLC,Retail,DE,521,2286423.6207745792,INV-458320,2025/07/07,2025-09-03,103719.46,void,L. Patel,ops0424@example.org,9775 Main St,invoice scan low quality
426,CMP-100425,Delta Energy LLC,Telecom,MX,787,2472398.1722780736,INV-697175,2026-02-02,2026/02/20,67148.28,refunded,J. Kim,ops0425@example.org,600 Pine St,manual override
427,CMP-100426,North Works LLC,FinTech,KR,41,3028691.2206490943,INV-562183,09/28/2025,25-Nov-2025,110442.51,pending ,M. Brown,ops0426@example.org,6082 Sunset St,check signature ???
428,CMP-100427,Prime Works LLC,Retail,JP,5000,932371.6788257168,INV-982012,08/03/2025,18-Aug-2025,86900.21,overdue,M. Nguyen,ops0427@example.org,7720 Main St,see thread #A12
429,CMP-100428,Delta Works LLC,Software,DE,,272078.8839496142,INV-980087,2025-09-18,2025-11-04,7834.55,paid,K. Nguyen,ops0428@example.org,1706 Main St,manual override
430,CMP-100429,North Systems LLC,FinTech,FR,9319,1041629.2471443762,INV-876836,09/23/2025,13-Oct-2025,30194.01,pending,M. Kim,ops0429@example.org,326 Main St,urgent follow-up
430-dup,CMP-100429,North Systems LLC,FinTech,FR,9319,1041629.2471443762,INV-876836,09/23/2025,13-Oct-2025,30194.01,pending,M. Kim,ops0429@example.org,326 Main St,urgent follow-up / duplicate from email chain
431,CMP-100430,North Foods LLC,FinTech,IN,4617,388093.6507196566,INV-804598,2025/10/31,07-Dec-2025,23135.05,void,M. Patel,ops0430@example.org,2565 Pine St,urgent follow-up
432,CMP-100431,Delta Dynamics LLC,Construction,US,2526,"USD 2,527,330.14",INV-281755,13-Aug-2025,10/03/2025,83368.21,pending,M. Patel,,2395 Main St,manual override
433,CMP-100432,North Dynamics LLC,Manufacturing,BR,9101,885727.192101748,INV-349315,2025/09/29,22-Nov-2025,29707.1,void,K. Brown,ops0432@example.org,1564 Maple St,manual override
434,CMP-100433,Prime Foods LLC,Construction,US,4149,251918.58709037068,INV-340078,2025-11-07,2025-12-17,10542.06,void,L. Garcia,ops0433@example.org,N/A,urgent follow-up
435,CMP-100434,Delta Foods LLC,Retail,DE,3761,943817.7970140442,INV-262948,2025/09/22,2025/10/13,29012.09,PAID,L. Nguyen,ops0434@example.org,6646 Sunset St,received via fax (unclear)
436,CMP-100435,Global Foods LLC,Healthcare,US,8511,3887544.3351970864,INV-204359,2025-07-13,26-Aug-2025,109843.18,PAID,L. Brown,ops0435@example.org,6213 Main St,received via fax
437,CMP-100436,Global Foods LLC,Software,KR,unknown,471512.9854809039,INV-963093,2025/07/10,2025-08-16,26902.78,refunded,M. Brown / M. Brown,ops0436@example.org,6790 Sunset St,invoice scan low quality
438,CMP-100437,Global Works LLC,Healthcare,JP,10282,141451.25,INV-578941,2025-12-13,2026/02/04,7551.36,Paid,J. Brown,ops0437@example.org,8754 Pine St,received via fax (unclear)
439,CMP-100438,Prime Systems LLC,Healthcare,IN,5879,1108726.6420763596,INV-921210,2025-10-20,11/29/2025,38951.1,paid,M. Patel,ops0438@example.org,8029 Maple St,manual override
440,CMP-100439,North Energy LLC,Retail,IN,145,9.36e+05,INV-843438,08/21/2025,2025-10-11,1.00e+05,PAID,K. Kim,ops0439@example.org,6041 Sunset St,urgent follow-up
441,CMP-100440,Delta Systems LLC,Logistics,BR,6936,2315000.774669531,INV-766126,2025-07-14,2025-08-23,"65,086.16",overdue,K. Garcia,ops0440@example.org,8447 Pine St,received via fax ...
442,CMP-100441,Prime Systems LLC,Software,US,7875,596850.8934087957,INV-361325,09-Jul-2025,2025/08/20,48098.89,paid,K. Garcia,ops0441@example.org,605 Maple St,check signature ???
443,CMP-100442,Global Dynamics LLC,Retail,US,3646,319373.4888883721,INV-586784,2025-12-04,2026/01/20,"51,341.85",paid,J. Brown,ops0442@example.org,5839 Pine St,received via fax
444,CMP-100443,Union Foods LLC,Telecom,MX,11863,749502.293454121,INV-234593,09/24/2025,19-Oct-2025,101346.85,void,M. Patel,ops0443@example.org,7328 Main St,check signature ???
445,CMP-100444,Prime Works LLC,N/A,FR,635,692091.9478092695,INV-230932,10-Jul-2025,08/11/2025,111845.57,refunded,L. Kim / L. Kim,ops0444@example.org,1099 Sunset St,received via fax !!!
446,CMP-100445,Union Works LLC,FinTech,US,554,288945.8993946414,INV-804120,2025-09-10,2025/10/02,13062.9,paid,K. Brown,ops0445@example.org,5101 Maple St,manual override
447,CMP-100446,Delta Foods LLC,Construction,CA,8097,"USD 973,562.17",INV-854626,2025-11-12,2025-12-26,119515.41,Paid,M. Nguyen,N/A,1480 Maple St,manual override ...
448,CMP-100447,Delta Works LLC,Energy,DE,N/A,2613705.8473477545,INV-641402,12/01/2025,28-Dec-2025,118563,paid,J. Garcia,ops0447@example.org,3993 Sunset St,PO attached ...
449,CMP-100448,Prime Foods LLC,FinTech,FR,1872,377013.59970564424,INV-632066,2026-01-05,2026-02-01,15083.52,refunded,L. Brown,ops0448@example.org,5965 Sunset St,invoice scan low quality !!!
449-dup,CMP-100448,Prime Foods LLC,FinTech,FR,1872,377013.59970564424,INV-632066,2026-01-05,2026-02-01,15083.52,refunded,L. Brown,ops0448@example.org,5965 Sunset St,invoice scan low quality !!! / duplicate from email chain
450,CMP-100449,Prime Energy LLC,FinTech,MX,443,3311947.7532563303,INV-817774,17-Aug-2025,2025/09/13,114668.68,pending,L. Brown,ops0449@example.org,2127 Sunset St,PO attached
451,CMP-100450,Unon Dynamics LLC,Healthcare,JP,1100,1622660.7208951823,INV-465039,2026/01/18,2026/03/13,61591.86,void,J. Nguyen / J. Nguyen,ops0450@example.org,6355 Maple St,see thread #A12
452,CMP-100451,Global Foods LLC,Telecom,BR,9182, 1279105.67 ,INV-399329,31-Jan-2026,03/12/2026,63562.93,overdue,M. Garcia / M. Garcia,ops0451@example.org,8196 Pine St,PO attached
453,CMP-100452,North Dynamics LLC,Telecom,BR,11949,754091,INV-759311,2026-01-27,,73460.6,void,J. Brown / J. Brown,ops0452@example.org,3557 Pine St,manual override !!!
454,CMP-100453,Prime Works LLC,Software,MX,9992,1767907.39,INV-480021,2025/11/02,2025-11-17,115066.56,void,L. Patel,ops0453@example.org,9111 Maple St,invoice scan low quality
455,CMP-100454,Union Energy LLC,FinTech,DE,1325,278791.6785238299,INV-903219,03-Oct-2025,2025-11-04,7921.26,void,K. Garcia,ops0454@example.org,8365 Maple St,see thread #A12 ...
456,CMP-100455,Global Energy LLC,FinTech,JP,9052,794521.3714431045,INV-889013,2025/08/28,10/17/2025,76295.82,paid,J. Nguyen,ops0455@example.org,4239 Pine St,see thread #A12
457,CMP-100456,Delta Dynamics LLC,FinTech,US,518, 2028740.09 ,INV-580173,01/27/2026,02/22/2026,52734.13,refunded,L. Kim / L. Kim,ops0456@example.org,3925 Maple St,received via fax
458,CMP-100457,Delta Energy LLC,Retail,BR,7388, 595678.40 ,INV-206851,2025/09/24,11/13/2025,61687,void,J. Brown,ops0457@example.org,5679 Pine St,invoice scan low quality
459,CMP-100458,Prime Works LLC,Energy,DE,1294, 3195754.48 ,INV-226097,2026-01-25,02-Mar-2026,116242.92,void,K. Garcia,ops0458@example.org,6513 Pine St,urgent follow-up
460,CMP-100459,Global Dynmics LLC,Energy,US,11555,"$2,268,475.00",INV-369457,11/24/2025,2025/12/13,72083.62,paid,L. Brown,ops0459@example.org,1035 Maple St,see thread #A12
461,CMP-100460,Prime Works LLC,Manufacturing,KR,6556,1742127.1332393633,INV-515209,2025-11-12,2025-12-06,78309.0,overdue,K. Kim,ops0460@example.org,2573 Maple St,PO attached !!!
462,CMP-100461,Uniion Systems LLC,Construction,IN,11189, 248034.13 ,INV-241840,2025-08-11,2025/09/03,20379.89,overdue,L. Nguyen,ops0461@example.org,7617 Sunset St,check signature ???
463,CMP-100462,North Systems LLC,Construction,DE,11162,4230409.8610996995,INV-519893,07/18/2025,2025-08-08,110918.68,refunded,M. Patel,ops0462@example.org,2167 Pine St,check signature ???
464,CMP-100463,Union Works LLC,Telecom,IN,9029,515700.7031310576,INV-441742,01/18/2026,2026/02/20,"USD 28,528.93",pending,K. Patel,ops0463@example.org,1388 Maple St,check signature ???
465,CMP-100464,Delta Energy LLC,Manufacturing,DE,8084,1596694.6849958603,INV-758296,2025/08/22,19-Sep-2025,42079.82,refunded,M. Nguyen,ops0464@example.org,1043 Main St,PO attached ...
465-dup,CMP-100464,Delta Energy LLC,Manufacturing,DE,8084,1596694.6849958603,INV-758296,2025/08/22,19-Sep-2025,42079.82,refunded,M. Nguyen,ops0464@example.org,1043 Main St,PO attached ...
466,CMP-100465,Delta Foods LLC,Logistics,KR,7141, 1350359.30 ,INV-495148,09/04/2025,2025/11/03,"34,347.21",overdue,J. Nguyen,ops0465@example.org,9956 Maple St,received via fax
467,CMP-100466,Prime Workks LLC,Logistics,FR,9041,1181770.6332683568,INV-715522,2026/02/09,2026-03-27,111959.29,void?,L. Kim,ops0466@example.org,9144 Maple St,see thread #A12
468,CMP-100467,Union Foods LLC,Manufacturing,US,9651,2833913.369618896,INV-383423,2026/01/29,2026-03-16,78734.84,PAID,L. Patel,ops0467@example.org,261 Maple St,invoice scan low quality
469,CMP-100468,Delta Works LLC,Manufacturing,IN,9423,3118570.934554684,INV-460098,2026/01/19,17-Feb-2026,106826.69,void,J. Brown,ops0468@example.org,9491 Maple St,acct moved to new owner
470,CMP-100469,Prime Works LLC,Software,US,8283,1714312.1161004624,INV-398537,2026-02-02,03/15/2026,111173.34,pending,J. Patel,ops0469@example.org,9386 Sunset St,invoice scan low quality
471,CMP-100470,Global Dynamics LLC,FinTech,IN,1262,7.89e+05,INV-868526,21-Aug-2025,2025-10-16,98561.9,refunded,K. Kim,ops0470@example.org,3230 Main St,unknown
472,CMP-100471,Delta Works LLC,Retail,MX,10481,2235444,INV-579797,2025/12/18,2026-02-12,107818.76,paid,M. Garcia,ops0471@example.org,8555 Main St,urgent follow-up (unclear)
473,CMP-100472,Union Energy LLC,Telecom,CA,2516,695698.6009062696,INV-793543,12-Jan-2026,2026-03-06,31480.95,pending,K. Garcia,ops0472@example.org,3934 Sunset St,check signature ???
474,CMP-100473,Delta Foods LLC,FinTech,KR,2187,1171123.764434686,INV-361343,2025-10-27,12/07/2025,33835.34,PAID,K. Nguyen,ops0473@example.org,2511 Pine St,received via fax
475,CMP-100474,Union Dynamics LLC,Manufacturing,DE,104,2130575.953032186,INV-333431,10-Feb-2026,04/02/2026,"$57,891.45",overdue,J. Brown,ops0474@example.org,6777 Maple St,PO attached
476,CMP-100475,Delta Works LLC,Retail,FR,11471,1067630.7411311327,INV-748283,27-Aug-2025,2025/10/01, 61443.39 ,void,L. Garcia,ops0475@example.org,2573 Sunset St,check signature ??? !!!
477,CMP-100476,Global Systems LLC,Telecom,DE,11789,"1,967,821.39",INV-871507,2025/08/04,09/01/2025,92043.6,refunded,M. Garcia / M. Garcia,ops0476@example.org,7175 Maple St,N/A
478,CMP-100477,Global Works LLC,Software,FR,6419,307310.5140336197,INV-283709,09/29/2025,11/13/2025,24483.1,overdue,L. Kim,ops0477@example.org,5412 Maple St,check signature ???
479,CMP-100478,Union Systems LLC,Telecom,IN,7587,1365233.8911908192,INV-295049,2025/10/16,2025/10/31,99779.26,overdue,L. Nguyen,ops0478@example.org,1515 Main St,invoice scan low quality
480,CMP-100479,Union Systems LLC,FinTech,IN,1164,3651269.1444833847,INV-901243,2026-01-24,08-Feb-2026,105859.44,Paid,M. Patel,N/A,7168 Main St,urgent follow-up
481,CMP-100480,Global Works LLC,Construction,MX,6533,2236627.416985282,INV-763452,2025/11/05,20-Nov-2025,114876.22,PAID,K. Nguyen,ops0480@example.org,8372 Sunset St,check signature ???
482,CMP-100481,North Energy LLC,Manufacturing,US,2150,529516.3137857463,INV-419667,17-Oct-2025,12-Nov-2025,38155.26,paid,L. Brown,ops0481@example.org,2500 Main St,manual override
483,CMP-100482,Delta Energy LLC,Construction,FR,10869,1467561.9751721534,INV-202119,2025-08-04,2025-08-25,"$95,597.73",void,K. Patel,N/A,128 Sunset St,invoice scan low quality
484,CMP-100483,Delta Syystems LLC,FinTech,CA,208,294704.3239433289,INV-716111,2025/10/25,10-Dec-2025,14828.44,void,M. Patel,ops0483@example.org,9802 Maple St,invoice scan low quality
485,CMP-100484,North Systems LLC,Energy,DE,11537,753416.3903386041,INV-303453,2026-01-22,2026/02/06,5.91e+04,Paid,J. Nguyen,ops0484@example.org,7252 Main St,acct moved to new owner
486,CMP-100485,Delta Foods LLC,Telecom,MX,4391,205796.72117062853,INV-809832,11/08/2025,11/27/2025, 13575.85 ,refunded,K. Patel,ops0485@example.org,8462 Pine St,invoice scan low quality
487,CMP-100486,Delta Works LLC,Logistics,JP,8680,922522.8838088841,INV-352358,12/19/2025,07-Jan-2026,34380.11,void,J. Patel,ops0486@example.org,6462 Pine St,manual override
488,CMP-100487,Delta Foods LLC,FinTech,DE,5214,2955926.0277331406,INV-508381,2025/08/21,09/06/2025,106708.29,paid,L. Nguyen,ops0487@example.org,2796 Pine St,acct moved to new owner
489,CMP-100488,Union Dynamics LLC,Construction,US,9951,2546217.132153516,INV-254504,2025/11/03,2025/12/14,105032.62,refunded,J. Nguyen,ops0488@example.org,,check signature ???
490,CMP-100489,Union Works LLC,Energy,KR,10307,1225270.9552023008,INV-753213,05-Nov-2025,12/20/2025,33653.21,paid,J. Kim,ops0489@example.org,5987 Sunset St,received via fax
491,CMP-100490,Global Foods LLC,Software,BR,9925,317262.6422484727,INV-331417,10/28/2025,2025-11-28,20081.41,paid,K. Nguyen,ops0490@example.org,1019 Main St,acct moved to new owner
492,CMP-100491,North Foods LLC,Manufacturing,CA,9817, 733342.67 ,INV-547273,11/15/2025,12/02/2025,23895.61,overdue,M. Patel,ops0491@example.org,3884 Maple St,PO attached
493,CMP-100492,Global Works LLC,Construction,KR,4591,3077820.535552998,INV-748365,02/10/2026,2026-04-11,91870.5,void,K. Garcia,ops0492@example.org,431 Maple St,urgent follow-up
494,CMP-100493,North Systems LLC,Construction,CA,1805,500394.9473798049,INV-426777,24-Sep-2025,14-Nov-2025,49132.45,overdue,J. Garcia,unknown,3689 Sunset St,PO attached !!!
495,CMP-100494,North Energy LLC,Retail,US,4859,704147.4875421075,INV-447576,01/25/2026,2026/03/19,35061.3,pending,L. Patel,N/A,3971 Sunset St,check signature ???
496,CMP-100495,North Works LLC,Healthcare,US,462,3306686.637181001,INV-679306,2025-08-09,16-Sep-2025,93345.4,refunded,L. Patel,ops0495@example.org,9984 Main St,invoice scan low quality
497,CMP-100496,Delta Foods LLC,Healthcare,MX,946,2453317.0018079616,INV-594650,12/28/2025,02/11/2026,110563.48,overdue,J. Nguyen,ops0496@example.org,9801 Pine St,invoice scan low quality
498,CMP-100497,Delta Systems LLC,Retail,US,3276,1540942.8725692132,INV-465616,2025-10-14,08-Dec-2025,50781.65,refunded,K. Patel,ops0497@example.org,6499 Maple St,urgent follow-up
499,CMP-100498,Delta Foods LLC,Construction,IN,5013,278401.79754560196,INV-465783,03-Aug-2025,07-Sep-2025,7622.13,refunded,L. Kim,ops0498@example.org,9530 Pine St,received via fax
500,CMP-100499,North Dynamics LLC,Software,BR,4698,269378.1603506741,INV-758058,08/15/2025,2025/09/19, 43319.23 ,paid,L. Nguyen,ops0499@example.org,9113 Sunset St,manual override
500-dup,CMP-100499,North Dynamics LLC,Software,BR,4698,269378.1603506741,INV-758058,08/15/2025,2025/09/19, 43319.23 ,paid,L. Nguyen,ops0499@example.org,9113 Sunset St,manual override
501,CMP-100500,North Works LLC,FinTech,BR,8172,1355927.7306373513,INV-309165,2025-12-01,2026/01/20, 80431.48 ,paid,J. Kim,ops0500@example.org,3693 Maple St,PO attached !!!
502,CMP-100501,Prime Dynamics LLC,FinTech,FR,105,1179642.1087022105,INV-719984,2026-01-25,03/06/2026,35556.66,void,M. Garcia,ops0501@example.org,,PO attached
503,CMP-100502,Union Works LLC,Healthcare,KR,2213,2422451.4297126005,INV-887971,08/29/2025,10/11/2025,"USD 86,373.24",overdue,M. Patel / M. Patel,unknown,8364 Maple St,see thread #A12
504,CMP-100503,North Energy LLC,Manufacturing,IN,6961,261551.256964435,INV-299020,2025/09/09,2025-09-30,38518,paid,M. Patel,ops0503@example.org,8367 Sunset St,urgent follow-up
505,CMP-100504,North Dynamics LLC,Healthcare,JP,6495,3224937.140069222,INV-879892,2025/12/13,02/01/2026,112495.74,paid,J. Brown,ops0504@example.org,4679 Main St,acct moved to new owner
506,CMP-100505,Union Energy LLC,Retail,CA,6319,4082319.773578216,INV-369200,2025/08/16,04-Sep-2025,105983.44,refunded,K. Garcia,N/A,5955 Maple St,invoice scan low quality
507,CMP-100506,Delta Works LLC,Logistics,JP,7088,2026854.7454279244,INV-865944,2025/07/25,08/12/2025,98277.14,paid,J. Patel,,5316 Pine St,acct moved to new owner !!!
508,CMP-100507,Global Systems LLC,Software,BR,4726,2149524.8911428484,INV-971209,08/18/2025,06-Oct-2025,7.58e+04,pending ,L. Nguyen,ops0507@example.org,7838 Sunset St,see thread #A12
509,CMP-100508,Union Works LLC,Retail,CA,7950,763117.0343592538,INV-373019,2025-08-18,,70268.87,void,K. Kim,ops0508@example.org,5688 Main St,received via fax
510,CMP-100509,Prime Dynamics LLC,Healthcare,US,4574,3059577.6673266124,INV-881672,12/06/2025,2026-01-18,99274.04,pending ,M. Kim,ops0509@example.org,9199 Pine St,received via fax
511,CMP-100510,Prime Foods LLC,Telecom,JP,8640,1950498.5044685646,INV-427444,04-Nov-2025,2025-11-30,52468.99,paid,J. Patel,ops0510@example.org,9073 Pine St,invoice scan low quality
512,CMP-100511,Global Dynamics LLC,Logistics,IN,3300,657504.8600759624,INV-401128,12/12/2025,2026/01/05,92544.05,paid,L. Kim,ops0511@example.org,1456 Maple St,invoice scan low quality
513,CMP-100512,Global Works LLC,Software,US,9727,53465,INV-768948,13-Dec-2025,2026-02-02,2416.67,void,K. Kim,ops0512@example.org,5829 Maple St,manual override
514,CMP-100513,Union Foods LLC,Manufacturing,IN,2664,1627156.729250098,INV-483591,2025-08-20,09/18/2025, 43223.49 ,paid,J. Nguyen,ops0513@example.org,4583 Main St,invoice scan low quality
515,CMP-100514,Prime Dynamics LLC,Software,BR,154,1453572.9415364608,INV-544834,08/25/2025,2025-10-17,81444.39,pending,L. Brown,ops0514@example.org,172 Pine St,check signature ???
516,CMP-100515,Union Dynamics LLC,Retail,US,6781,1073997.9651614227,INV-595578,2025-12-11,2026-01-03,59580.22,pending,M. Patel,ops0515@example.org,5264 Main St,see thread #A12
517,CMP-100516,Delta Systems LLC,Healthcare,IN,7242,"616,781.73",INV-356238,2026-01-07,N/A,101161.06,pending,J. Kim,ops0516@example.org,1936 Pine St,received via fax ...
518,CMP-100517,Delta Energy LLC,Manufacturing,BR,2819,2175119.9090477037,INV-852959,2025/08/23,N/A,65036.87,refunded,K. Kim,ops0517@example.org,323 Maple St,urgent follow-up ...
519,CMP-100518,Global Works LLC,FinTech,IN,11359,207230.05348223244,INV-614655,14-Nov-2025,2026/01/07,14881.39,pending,J. Brown,ops0518@example.org,5210 Pine St,see thread #A12
520,CMP-100519,Delta Foods LLC,FinTech,DE,unknown,1708191,INV-412935,2025/12/23,2026/02/06,104156.18,overdue,K. Garcia,ops0519@example.org,5087 Pine St,received via fax
521,CMP-100520,Union Energy LLC,Software,US,11171,764781.8991974206,INV-675142,2025/08/18,09/25/2025,44958.7,refunded,J. Garcia,ops0520@example.org,6691 Pine St,PO attached
522,CMP-100521,Delta Systems LLC,Manufacturing,KR,4504,2855527.928127516,INV-824525,11-Aug-2025,,73613.74,PAID,K. Garcia,ops0521@example.org,7372 Sunset St,acct moved to new owner
523,CMP-100522,North Dynamics LLC,Construction,US,7384,2533855.742387949,INV-851313,2025/08/11,2025/09/22,90184.89,refunded,K. Garcia,ops0522@example.org,1663 Sunset St,invoice scan low quality (unclear)
524,CMP-100523,North Systems LLC,Telecom,US,6909,684080.7164802245,INV-322484,2025/07/19,2025/09/15,55555.14,PAID,M. Garcia,ops0523@example.org,4113 Sunset St,check signature ???
525,CMP-100524,Prime Systems LLC,Logistics,US,10914,763242.9351945256,INV-398386,10-Dec-2025,2026-01-28,44560.05,void,M. Kim,unknown,4352 Main St,check signature ???
526,CMP-100525,Global Energy LLC,Retail,BR,8946,700367.867674683,INV-546081,10/06/2025,2025/11/15,27401.71,refunded,J. Kim,ops0525@example.org,7891 Sunset St,check signature ??? (unclear)
527,CMP-100526,Prime Foods LLC,Retail,FR,5534,3729132.673864157,INV-270741,12/04/2025,01/28/2026,113690.45,void,M. Garcia,ops0526@example.org,4293 Sunset St,urgent follow-up !!!
528,CMP-100527,Prime Works LLC,Healthcare,JP,,1386110.3636092679,INV-439798,10/03/2025,2025/10/19,74013.62,pending,L. Kim,ops0527@example.org,6286 Maple St,manual override
529,CMP-100528,Global Energy LLC,unknown,MX,6555,239609.49521448126,INV-416800,27-Sep-2025,10/17/2025,14980,pending,L. Garcia,ops0528@example.org,6393 Sunset St,check signature ???
530,CMP-100529,Global Energy LLC,Retail,FR,6000,304761.31571045885,INV-290259,28-Nov-2025,09-Jan-2026,9058.81,void,M. Brown,ops0529@example.org,5560 Main St,invoice scan low quality
530-dup,CMP-100529,Global Energy LLC,Retail,FR,6000,304761.31571045885,INV-290259,28-Nov-2025,09-Jan-2026,9058.81,void,M. Brown,ops0529@example.org,5560 Main St,invoice scan low quality / duplicate from email chain
531,CMP-100530,Global Works LLC,Software,KR,3705,1251707.682065479,INV-766907,08/19/2025,2025-09-21,36291.11,paid,K. Kim,ops0530@example.org,5999 Main St,see thread #A12
532,CMP-100531,Global Foods LLC,Healthcare,US,7489,"USD 1,366,934.29",INV-717476,01/27/2026,02/14/2026,47380.76,Paid,J. Nguyen,ops0531@example.org,8742 Main St,check signature ???
533,CMP-100532,Global Works LLC,Telecom,US,7605,3016731.2045188183,INV-625889,2025/07/16,02-Sep-2025,101108.58,void,K. Nguyen,ops0532@example.org,9171 Pine St,manual override (unclear)
533-dup,CMP-100532,Global Works LLC,Telecom,US,7605,3016731.2045188183,INV-625889,2025/07/16,02-Sep-2025,101108.58,void,K. Nguyen,ops0532@example.org,9171 Pine St,manual override (unclear) / duplicate from email chain
534,CMP-100533,Union Energy LLC,Energy,DE,3265,7340.7164427957805,INV-271737,2026/02/06,N/A,900.95,void,L. Nguyen,ops0533@example.org,8242 Main St,received via fax
535,CMP-100534,Union Systems LLC,Retail,KR,10570,467725.0859078767,INV-810388,11/18/2025,2025/12/11,"USD 37,381.94",pending,J. Nguyen,ops0534@example.org,9235 Maple St,received via fax
536,CMP-100535,Prime Energy LLC,Logistics,MX,1854,1687973.867680775,INV-239740,2026-01-19,13-Feb-2026,62797.6,refunded,J. Nguyen,ops0535@example.org,2631 Maple St,see thread #A12
537,CMP-100536,North Systems LLC,FinTech,JP,814,371483.51,INV-564198,24-Sep-2025,10/22/2025,17332.28,refunded,K. Garcia,ops0536@example.org,unknown,PO attached
538,CMP-100537,Global Systems LLC,Logistics,KR,8083,3109563.894843525,INV-618668,02/06/2026,21-Mar-2026,115601.39,pending,J. Brown,ops0537@example.org,3957 Main St,manual override
539,CMP-100538,Global Dynamics LLC,Retail,BR,1561,1.86e+06,INV-944479,08/14/2025,2025/09/06,113184.63,overdue,J. Nguyen,ops0538@example.org,5591 Maple St,PO attached
540,CMP-100539,Union Systems LLC,Logistics,BR,2781,3691663.69,INV-952010,02/07/2026,2026-03-10,"104,942.52",pending,M. Garcia,ops0539@example.org,3394 Sunset St,received via fax ...
541,CMP-100540,Delta Dynamics LLC,Energy,DE,10960,622938.8449231721,INV-494226,23-Jan-2026,2026/02/07,73516.37,over-due,L. Nguyen / L. Nguyen,ops0540@example.org,5987 Pine St,received via fax ...
542,CMP-100541,Prime Dynamics LLC,Telecom,MX,2368,142870.516998368,INV-916462,2025/11/01,09-Dec-2025,4314.72,pending,J. Kim,ops0541@example.org,907 Main St,urgent follow-up
542-dup,CMP-100541,Prime Dynamics LLC,Telecom,MX,2368,142870.516998368,INV-916462,2025/11/01,09-Dec-2025,4314.72,pending,J. Kim,ops0541@example.org,907 Main St,urgent follow-up
543,CMP-100542,Prime Foods LLC,Retail,FR,5694,884719.0952249948,INV-948151,01-Dec-2025,2025-12-30,"USD 89,916.99",void,K. Patel,ops0542@example.org,7966 Maple St,invoice scan low quality
